block_type,grid,epoch,acc_row,acc_col,acc_real_4dir,acc_same_row_4,acc_shuffle_row,delta_direction,order_utilization
mamba,16,2,0.449,0.4251,0.4748,0.4587,0.3924,0.016100000000000003,0.056599999999999984
mamba,16,3,0.5003,0.5043,0.5452,0.5413,0.4596,0.0039000000000000146,0.04069999999999996
mamba,16,4,0.5692,0.5715,0.6007,0.613,0.4887,-0.012299999999999978,0.08050000000000002
mamba,16,5,0.5891,0.5805,0.6091,0.6265,0.5251,-0.01739999999999997,0.06399999999999995
mamba,16,6,0.6294,0.6168,0.6516,0.6615,0.5461,-0.00990000000000002,0.08329999999999993
mamba,16,7,0.6606,0.6468,0.677,0.686,0.5779,-0.009000000000000008,0.0827
mamba,16,8,0.6664,0.6528,0.6945,0.6972,0.5906,-0.0027000000000000357,0.07579999999999998
mamba,16,9,0.683,0.6633,0.7108,0.7028,0.5951,0.008000000000000007,0.08790000000000009
mamba,16,10,0.6722,0.6682,0.715,0.7078,0.6043,0.007199999999999984,0.06790000000000007
mamba,16,11,0.6971,0.6828,0.7294,0.7314,0.6164,-0.0020000000000000018,0.0807000000000001
mamba,16,12,0.7049,0.6992,0.7403,0.7382,0.6224,0.0020999999999999908,0.08250000000000002
mamba,16,13,0.7004,0.6993,0.7354,0.7426,0.6234,-0.007199999999999984,0.07700000000000007
mamba,16,14,0.7113,0.7047,0.7471,0.7481,0.6366,-0.0010000000000000009,0.07469999999999999
mamba,16,15,0.7176,0.7077,0.7537,0.7511,0.6381,0.0026000000000000467,0.07950000000000002
mamba,16,16,0.718,0.7141,0.7483,0.748,0.6422,0.00029999999999996696,0.07579999999999998
mamba,16,17,0.726,0.7222,0.7639,0.7592,0.6535,0.0047000000000000375,0.07250000000000001
mamba,16,18,0.7282,0.7216,0.7603,0.7621,0.6566,-0.0018000000000000238,0.0716
mamba,16,19,0.7341,0.718,0.7618,0.7575,0.6487,0.0043000000000000815,0.08539999999999992
mamba,16,20,0.7334,0.7241,0.7726,0.7729,0.6602,-0.000300000000000078,0.07320000000000004
mamba,16,21,0.7425,0.7331,0.77,0.7655,0.6714,0.0045000000000000595,0.07110000000000005
mamba,16,22,0.7409,0.7252,0.7641,0.766,0.6698,-0.0019000000000000128,0.07110000000000005
mamba,16,23,0.7396,0.7379,0.7802,0.7805,0.6689,-0.00029999999999996696,0.07069999999999999
mamba,16,24,0.7447,0.7321,0.7806,0.775,0.6698,0.005599999999999938,0.07490000000000008
mamba,16,25,0.7522,0.7357,0.7774,0.7737,0.671,0.0036999999999999256,0.08119999999999994
mamba,16,26,0.7475,0.738,0.7798,0.7789,0.6667,0.0009000000000000119,0.0808000000000001
mamba,16,27,0.7421,0.7451,0.7753,0.7652,0.6715,0.010099999999999998,0.0706
mamba,16,28,0.756,0.7491,0.7873,0.7828,0.6866,0.0044999999999999485,0.06940000000000002
mamba,16,29,0.7543,0.7415,0.7808,0.789,0.6747,-0.008199999999999985,0.0796
mamba,16,30,0.7613,0.7454,0.7904,0.7861,0.6809,0.0042999999999999705,0.08040000000000003
mamba,16,31,0.7558,0.7428,0.7891,0.7817,0.6855,0.007400000000000073,0.07030000000000003
mamba,16,32,0.7539,0.7552,0.7882,0.7802,0.6902,0.008000000000000007,0.06369999999999998
mamba,16,33,0.7658,0.7508,0.7883,0.793,0.6864,-0.0047000000000000375,0.07940000000000003
mamba,16,34,0.7647,0.7552,0.7919,0.787,0.6897,0.0049000000000000155,0.07500000000000007
mamba,16,35,0.7699,0.7511,0.7939,0.7961,0.691,-0.0021999999999999797,0.07890000000000008
mamba,16,36,0.7721,0.7589,0.7905,0.7936,0.6833,-0.0030999999999999917,0.08879999999999999
mamba,16,37,0.7655,0.7603,0.7974,0.7966,0.6961,0.0008000000000000229,0.0693999999999999
mamba,16,38,0.7726,0.7627,0.7981,0.794,0.6921,0.0040999999999999925,0.0804999999999999
mamba,16,39,0.7687,0.7498,0.7932,0.7928,0.6951,0.00040000000000006697,0.0736
mamba,16,40,0.7636,0.7664,0.7959,0.7975,0.7003,-0.0015999999999999348,0.06329999999999991
mamba,16,41,0.7695,0.7654,0.7992,0.7956,0.6991,0.0036000000000000476,0.07039999999999991
mamba,16,42,0.7754,0.7538,0.8031,0.7944,0.6905,0.008700000000000041,0.08489999999999998
mamba,16,43,0.7662,0.7658,0.7988,0.7948,0.7016,0.0040000000000000036,0.06459999999999999
mamba,16,44,0.7727,0.7582,0.7976,0.7924,0.6976,0.005199999999999982,0.07510000000000006
mamba,16,45,0.7759,0.7683,0.803,0.8048,0.7032,-0.0017999999999999128,0.07269999999999999
mamba,16,46,0.7825,0.7691,0.8035,0.8048,0.6986,-0.0012999999999999678,0.08389999999999997
mamba,16,47,0.7789,0.7662,0.8069,0.8015,0.7073,0.00539999999999996,0.0716
mamba,16,48,0.7828,0.7679,0.8071,0.8002,0.712,0.006900000000000017,0.07080000000000009
mamba,16,49,0.7863,0.7719,0.8026,0.8093,0.7083,-0.006700000000000039,0.07799999999999996
mamba,16,50,0.7807,0.7702,0.8016,0.8011,0.7032,0.0004999999999999449,0.0774999999999999
mamba,16,51,0.7827,0.7737,0.8046,0.799,0.7006,0.005599999999999938,0.08209999999999995
mamba,16,52,0.7872,0.7775,0.8114,0.8117,0.7064,-0.00029999999999996696,0.08079999999999998
mamba,16,53,0.7881,0.7767,0.8084,0.8027,0.7122,0.005700000000000038,0.07589999999999997
mamba,16,54,0.7862,0.7798,0.8119,0.8076,0.7141,0.0042999999999999705,0.07210000000000005
mamba,16,55,0.784,0.7736,0.8033,0.8075,0.7095,-0.0041999999999999815,0.07450000000000001
mamba,16,56,0.7888,0.7757,0.8122,0.8029,0.7105,0.009300000000000086,0.07829999999999993
mamba,16,57,0.7882,0.7778,0.8079,0.8105,0.7143,-0.0026000000000000467,0.07389999999999997
mamba,16,58,0.7879,0.7831,0.8086,0.8014,0.716,0.007199999999999984,0.07190000000000007
mamba,16,59,0.7889,0.7764,0.8077,0.8091,0.7105,-0.0014000000000000679,0.07840000000000003
mamba,16,60,0.7906,0.7821,0.8127,0.8096,0.7157,0.0030999999999999917,0.07489999999999997
mamba,16,61,0.7872,0.7817,0.8164,0.8117,0.7197,0.0047000000000000375,0.0675
mamba,16,62,0.7927,0.7836,0.8128,0.8105,0.7248,0.0022999999999999687,0.06789999999999996
mamba,16,63,0.7889,0.7823,0.8124,0.8124,0.7219,0.0,0.06700000000000006
mamba,16,64,0.795,0.7895,0.8192,0.8164,0.7194,0.0028000000000000247,0.0756
mamba,16,65,0.7963,0.7905,0.818,0.8109,0.7193,0.007099999999999995,0.07699999999999996
mamba,16,66,0.7921,0.7862,0.8192,0.8176,0.72,0.0016000000000000458,0.07210000000000005
mamba,16,67,0.7958,0.7893,0.8198,0.8103,0.7247,0.009499999999999953,0.07109999999999994
mamba,16,68,0.7954,0.7885,0.8151,0.813,0.718,0.002100000000000102,0.07740000000000002
mamba,16,69,0.7983,0.7897,0.8175,0.8135,0.7218,0.0040000000000000036,0.07650000000000001
mamba,16,70,0.7984,0.7896,0.8157,0.8146,0.7207,0.0010999999999999899,0.07769999999999999
mamba,16,71,0.7937,0.7918,0.8178,0.8113,0.7267,0.00649999999999995,0.06699999999999995
mamba,16,72,0.7974,0.7915,0.8186,0.8189,0.7241,-0.00029999999999996696,0.07330000000000003
mamba,16,73,0.8004,0.792,0.8189,0.8197,0.728,-0.0008000000000000229,0.07240000000000002
mamba,16,74,0.7969,0.788,0.8201,0.818,0.7267,0.002100000000000102,0.07020000000000004
mamba,16,75,0.7999,0.7929,0.8194,0.816,0.7261,0.0034000000000000696,0.07380000000000009
mamba,16,76,0.7998,0.7939,0.8208,0.8197,0.7278,0.0010999999999999899,0.07199999999999995
mamba,16,77,0.7985,0.7937,0.8191,0.8151,0.7314,0.0040000000000000036,0.06709999999999994
mamba,16,78,0.7952,0.7923,0.8175,0.8155,0.7262,0.0020000000000000018,0.06900000000000006
mamba,16,79,0.8006,0.7945,0.8191,0.8179,0.7283,0.0012000000000000899,0.07230000000000003
mamba,16,80,0.8015,0.798,0.8218,0.816,0.7282,0.005800000000000027,0.07330000000000003
mamba,16,81,0.7999,0.7976,0.8239,0.8173,0.7278,0.006599999999999939,0.07210000000000005
mamba,16,82,0.8007,0.7938,0.8236,0.8192,0.7267,0.0043999999999999595,0.07399999999999995
mamba,16,83,0.8023,0.7968,0.8218,0.8157,0.73,0.006099999999999994,0.07230000000000003
mamba,16,84,0.8025,0.7968,0.8235,0.8186,0.7306,0.0049000000000000155,0.07189999999999996
mamba,16,85,0.804,0.7952,0.8233,0.8166,0.7292,0.006700000000000039,0.07480000000000009
mamba,16,86,0.8017,0.796,0.8213,0.8193,0.7305,0.0020000000000000018,0.07119999999999993
mamba,16,87,0.8059,0.7996,0.8238,0.8182,0.7282,0.005599999999999938,0.07769999999999999
mamba,16,88,0.8028,0.7999,0.8223,0.8176,0.7312,0.0047000000000000375,0.0716
mamba,16,89,0.8022,0.7984,0.8257,0.818,0.7299,0.00770000000000004,0.07230000000000003
mamba,16,90,0.8021,0.7985,0.821,0.8185,0.7312,0.0024999999999999467,0.07090000000000007
mamba,16,91,0.8024,0.7995,0.8243,0.82,0.7315,0.0043000000000000815,0.07089999999999996
mamba,16,92,0.8043,0.8008,0.8237,0.8192,0.7323,0.0044999999999999485,0.07200000000000006
mamba,16,93,0.8031,0.7988,0.8252,0.8205,0.732,0.0047000000000000375,0.07110000000000005
mamba,16,94,0.804,0.8011,0.8247,0.8195,0.7324,0.005199999999999982,0.0716
mamba,16,95,0.8032,0.8,0.8244,0.8188,0.7325,0.005600000000000049,0.07069999999999999
mamba,16,96,0.8032,0.8006,0.8245,0.8184,0.7323,0.006099999999999994,0.07090000000000007
mamba,16,97,0.8044,0.8001,0.8237,0.8185,0.7316,0.005199999999999982,0.07279999999999998
mamba,16,98,0.8048,0.8005,0.8242,0.8185,0.7316,0.005700000000000038,0.07319999999999993
mamba,16,99,0.8045,0.8005,0.8242,0.8188,0.7316,0.005400000000000071,0.07289999999999996
mamba,16,100,0.8045,0.8005,0.8242,0.8188,0.7316,0.005400000000000071,0.07289999999999996
mamba,32,1,0.3179,0.3105,0.3269,0.315,0.2878,0.011900000000000022,0.030100000000000016
mamba,32,2,0.4032,0.3852,0.4276,0.4306,0.327,-0.0030000000000000027,0.07619999999999999
mamba,32,3,0.4796,0.4667,0.522,0.5171,0.3973,0.0049000000000000155,0.08230000000000004
mamba,32,4,0.5229,0.5032,0.5726,0.5575,0.4294,0.015100000000000002,0.09350000000000003
mamba,32,5,0.558,0.5388,0.5815,0.5846,0.4411,-0.0030999999999999917,0.11690000000000006
mamba,32,6,0.5854,0.5614,0.6257,0.6193,0.4786,0.006400000000000072,0.1068
mamba,32,7,0.6096,0.5836,0.6522,0.6396,0.4966,0.012600000000000056,0.11300000000000004
mamba,32,8,0.6179,0.5917,0.6669,0.647,0.5074,0.01990000000000003,0.11050000000000004
mamba,32,9,0.6328,0.6022,0.6699,0.6659,0.5142,0.0040000000000000036,0.11860000000000004
mamba,32,10,0.63,0.6113,0.6866,0.6699,0.5226,0.016699999999999937,0.10740000000000005
mamba,32,11,0.6465,0.6173,0.6941,0.681,0.5438,0.0131,0.10270000000000001
mamba,32,12,0.661,0.6304,0.7061,0.6936,0.5372,0.012499999999999956,0.12380000000000002
mamba,32,13,0.6497,0.6336,0.7094,0.6844,0.5399,0.025000000000000022,0.10980000000000001
mamba,32,14,0.6694,0.649,0.7112,0.6936,0.5525,0.01760000000000006,0.1169
mamba,32,15,0.6549,0.6434,0.713,0.7027,0.5519,0.010299999999999976,0.10300000000000009
mamba,32,16,0.675,0.6558,0.7152,0.7023,0.5579,0.012899999999999912,0.11710000000000009
mamba,32,17,0.6773,0.6528,0.7306,0.7088,0.5605,0.02180000000000004,0.11680000000000001
mamba,32,18,0.6832,0.664,0.7412,0.7061,0.571,0.03510000000000002,0.11220000000000008
mamba,32,19,0.6833,0.6613,0.741,0.7084,0.5586,0.03259999999999996,0.12470000000000003
mamba,32,20,0.6812,0.6631,0.7432,0.7214,0.5748,0.02179999999999993,0.10640000000000005
mamba,32,21,0.6881,0.6552,0.7404,0.7224,0.5739,0.017999999999999905,0.11420000000000008
mamba,32,22,0.6878,0.6752,0.7376,0.7207,0.574,0.016900000000000026,0.11380000000000001
mamba,32,23,0.694,0.6752,0.7548,0.7195,0.5696,0.0353,0.12439999999999996
mamba,32,24,0.6929,0.6788,0.7437,0.7213,0.5711,0.022399999999999975,0.12179999999999991
mamba,32,25,0.6997,0.674,0.7513,0.7231,0.5698,0.028200000000000003,0.12990000000000002
mamba,32,26,0.6834,0.6668,0.7475,0.7215,0.5714,0.026000000000000023,0.11199999999999999
mamba,32,27,0.6911,0.6852,0.7506,0.7169,0.5793,0.03370000000000006,0.11180000000000001
mamba,32,28,0.7042,0.6808,0.7513,0.722,0.5734,0.029299999999999993,0.13080000000000003
mamba,32,29,0.7039,0.6818,0.7609,0.7208,0.5877,0.040100000000000025,0.11619999999999997
mamba,32,30,0.7081,0.6856,0.7659,0.7379,0.5816,0.028000000000000025,0.12649999999999995
mamba,32,31,0.6994,0.6834,0.7539,0.7275,0.5828,0.02639999999999998,0.11660000000000004
mamba,32,32,0.7099,0.6851,0.7702,0.7336,0.59,0.036599999999999966,0.1199
mamba,32,33,0.708,0.6795,0.7686,0.7349,0.5953,0.03369999999999995,0.11269999999999991
mamba,32,34,0.7114,0.6998,0.766,0.7349,0.595,0.031100000000000017,0.11640000000000006
mamba,32,35,0.7165,0.6941,0.7696,0.7336,0.5921,0.03599999999999992,0.12440000000000007
mamba,32,36,0.7026,0.6939,0.7697,0.7303,0.5934,0.0394000000000001,0.10919999999999996
mamba,32,37,0.7079,0.6948,0.7675,0.7386,0.5963,0.028899999999999926,0.11159999999999992
mamba,32,38,0.72,0.6931,0.7766,0.7413,0.5946,0.0353,0.12539999999999996
mamba,32,39,0.7031,0.694,0.7641,0.7339,0.5916,0.030200000000000005,0.11149999999999993
mamba,32,40,0.7168,0.7099,0.7773,0.7385,0.5972,0.038799999999999946,0.11960000000000004
mamba,32,41,0.7167,0.707,0.7728,0.7423,0.5994,0.030500000000000083,0.11729999999999996
mamba,32,42,0.7239,0.6904,0.7763,0.7405,0.6024,0.03579999999999994,0.12149999999999994
mamba,32,43,0.7052,0.7021,0.7707,0.7387,0.5998,0.03200000000000003,0.10540000000000005
mamba,32,44,0.7233,0.7066,0.7758,0.7449,0.6071,0.03090000000000004,0.11620000000000008
mamba,32,45,0.7301,0.7074,0.7781,0.7482,0.6053,0.029900000000000038,0.12480000000000002
mamba,32,46,0.7214,0.7034,0.7825,0.7511,0.6113,0.031399999999999983,0.11010000000000009
mamba,32,47,0.7308,0.7057,0.7746,0.7419,0.6079,0.03269999999999995,0.12290000000000001
mamba,32,48,0.7272,0.7067,0.7776,0.7451,0.6119,0.03249999999999997,0.11529999999999996
mamba,32,49,0.7208,0.7019,0.7776,0.7496,0.6148,0.027999999999999914,0.10599999999999998
mamba,32,50,0.7236,0.7127,0.7797,0.7429,0.6089,0.036799999999999944,0.11470000000000002
mamba,32,51,0.7254,0.71,0.7806,0.7374,0.6081,0.043199999999999905,0.11730000000000007
mamba,32,52,0.731,0.7174,0.7838,0.7466,0.616,0.03720000000000001,0.11499999999999999
mamba,32,53,0.7327,0.7074,0.7841,0.7465,0.6117,0.03759999999999997,0.121
mamba,32,54,0.736,0.7151,0.784,0.7474,0.6167,0.03660000000000008,0.11929999999999996
mamba,32,55,0.7219,0.7112,0.772,0.7448,0.611,0.027200000000000002,0.1109
mamba,32,56,0.7325,0.7118,0.7797,0.7483,0.613,0.031399999999999983,0.11950000000000005
mamba,32,57,0.7329,0.7163,0.7866,0.7548,0.6208,0.03179999999999994,0.11209999999999998
mamba,32,58,0.7354,0.7161,0.7814,0.7448,0.6176,0.036599999999999966,0.11780000000000002
mamba,32,59,0.7362,0.7123,0.7879,0.7515,0.6192,0.0364000000000001,0.11699999999999999
mamba,32,60,0.7349,0.719,0.7863,0.7545,0.6181,0.03180000000000005,0.11680000000000001
mamba,32,61,0.738,0.7171,0.7885,0.7559,0.6145,0.03259999999999996,0.12349999999999994
mamba,32,62,0.7418,0.7233,0.7915,0.7564,0.6149,0.03510000000000002,0.1269
mamba,32,63,0.7355,0.7164,0.7919,0.7509,0.6225,0.041000000000000036,0.11299999999999999
mamba,32,64,0.7411,0.7186,0.7871,0.7548,0.6206,0.032299999999999995,0.12049999999999994
mamba,32,65,0.7409,0.7221,0.7859,0.7534,0.6244,0.032500000000000084,0.11650000000000005
mamba,32,66,0.7418,0.7197,0.7885,0.7536,0.6213,0.03489999999999993,0.12050000000000005
mamba,32,67,0.7391,0.7198,0.784,0.7553,0.6213,0.02870000000000006,0.11780000000000002
mamba,32,68,0.7431,0.7243,0.7873,0.7527,0.6244,0.034599999999999964,0.11870000000000003
mamba,32,69,0.7438,0.7207,0.7901,0.7496,0.6259,0.04049999999999998,0.1179
mamba,32,70,0.7453,0.7199,0.7863,0.7525,0.6286,0.03380000000000005,0.11669999999999991
mamba,32,71,0.7442,0.7213,0.7894,0.7569,0.6266,0.03249999999999997,0.11759999999999993
mamba,32,72,0.7454,0.7224,0.7936,0.7511,0.6269,0.04249999999999998,0.11849999999999994
mamba,32,73,0.7453,0.7209,0.7923,0.7548,0.6253,0.03749999999999998,0.12
mamba,32,74,0.7454,0.7189,0.7903,0.7501,0.6252,0.040200000000000014,0.12019999999999997
mamba,32,75,0.7459,0.7235,0.7905,0.7532,0.6258,0.0373,0.12009999999999998
mamba,32,76,0.7443,0.7236,0.7908,0.7554,0.6232,0.03539999999999999,0.12109999999999999
mamba,32,77,0.7465,0.7254,0.79,0.7524,0.6276,0.03760000000000008,0.1189
mamba,32,78,0.7453,0.7273,0.7921,0.751,0.6258,0.041100000000000025,0.11949999999999994
mamba,32,79,0.7486,0.7243,0.7892,0.755,0.6278,0.03420000000000001,0.12080000000000002
mamba,32,80,0.7488,0.7242,0.7922,0.752,0.6242,0.040200000000000014,0.12460000000000004
mamba,32,81,0.7437,0.725,0.7943,0.7533,0.6284,0.041000000000000036,0.11530000000000007
mamba,32,82,0.7468,0.7257,0.7901,0.7526,0.6263,0.03749999999999998,0.12050000000000005
mamba,32,83,0.7473,0.7273,0.7937,0.7545,0.6265,0.03920000000000001,0.12080000000000002
mamba,32,84,0.7463,0.7248,0.7925,0.7567,0.6286,0.03579999999999994,0.11769999999999992
mamba,32,85,0.7466,0.7254,0.7916,0.7566,0.6274,0.03499999999999992,0.11920000000000008
mamba,32,86,0.7471,0.7277,0.7904,0.7534,0.6275,0.03700000000000003,0.11960000000000004
mamba,32,87,0.7487,0.7262,0.7911,0.7545,0.629,0.03660000000000008,0.11970000000000003
mamba,32,88,0.748,0.7277,0.7927,0.7529,0.6293,0.03979999999999995,0.11870000000000003
mamba,32,89,0.7475,0.7263,0.7947,0.753,0.6281,0.04169999999999996,0.11940000000000006
mamba,32,90,0.7461,0.729,0.794,0.7544,0.6321,0.03960000000000008,0.11399999999999999
mamba,32,91,0.7504,0.7298,0.7955,0.7531,0.63,0.04239999999999999,0.12039999999999995
mamba,32,92,0.7482,0.7275,0.7948,0.7545,0.6306,0.0403,0.11759999999999993
mamba,32,93,0.7492,0.7278,0.7951,0.7525,0.6308,0.04260000000000008,0.11839999999999995
mamba,32,94,0.7482,0.728,0.7934,0.7556,0.6306,0.037799999999999945,0.11759999999999993
mamba,32,95,0.7484,0.7285,0.7928,0.7543,0.6301,0.03849999999999998,0.11829999999999996
mamba,32,96,0.7492,0.7286,0.7944,0.7546,0.6298,0.03979999999999995,0.11939999999999995
mamba,32,97,0.7493,0.7291,0.7946,0.7544,0.6298,0.040200000000000014,0.11949999999999994
mamba,32,98,0.7483,0.7285,0.7946,0.7541,0.6293,0.04049999999999998,0.119
mamba,32,99,0.7486,0.7286,0.7942,0.754,0.6294,0.040200000000000014,0.11920000000000008
mamba,32,100,0.7486,0.7286,0.7942,0.754,0.6294,0.040200000000000014,0.11920000000000008
